Site,Analyte,Sample.Date,ppt,lab.qual
City.of.Raeford,PFBA,8/5/2019,,150
Durham.County.Triangle.Wastewater.Treatment.Plant,PFBA,8/5/2019,50.2,
City.of.Durham-South.Durham.Water.Reclamation,PFBS,8/5/2019,,4.88
Durham.County.Triangle.Wastewater.Treatment.Plant,PFBS,8/5/2019,,10.8
Wilmington-James.A.Loughlin(Northside.WWTP,PFBS,8/5/2019,6.23,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFBS,8/5/2019,6.4,
City.of.Raeford,PFBS,8/5/2019,119,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFDA,8/5/2019,,1.89
Durham.County.Triangle.Wastewater.Treatment.Plant,PFDA,8/5/2019,,10.8
City.of.Raeford,PFDA,8/5/2019,,380
Wilmington-James.A.Loughlin(Northside.WWTP,PFDA,8/5/2019,0.973,
City.of.Durham-South.Durham.Water.Reclamation,PFDA,8/5/2019,6.93,
Wilmington-James.A.Loughlin(Northside.WWTP,PFDoA,8/5/2019,,1.87
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFDoA,8/5/2019,,1.89
City.of.Durham-South.Durham.Water.Reclamation,PFDoA,8/5/2019,,4.88
Durham.County.Triangle.Wastewater.Treatment.Plant,PFDoA,8/5/2019,,10.8
City.of.Raeford,PFDoA,8/5/2019,,380
Wilmington-James.A.Loughlin(Northside.WWTP,PFDS,8/5/2019,,1.82
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFDS,8/5/2019,,1.83
City.of.Durham-South.Durham.Water.Reclamation,PFDS,8/5/2019,,4.88
City.of.Raeford,PFDS,8/5/2019,,77
Durham.County.Triangle.Wastewater.Treatment.Plant,PFDS,8/5/2019,2.62,
Wilmington-James.A.Loughlin(Northside.WWTP,PFECA.G,8/5/2019,,3.75
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFECA.G,8/5/2019,,3.77
City.of.Raeford,PFHpA,8/5/2019,,77
Durham.County.Triangle.Wastewater.Treatment.Plant,PFHpA,8/5/2019,1.34,
Wilmington-James.A.Loughlin(Northside.WWTP,PFHpA,8/5/2019,4.96,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFHpA,8/5/2019,5.89,
City.of.Durham-South.Durham.Water.Reclamation,PFHpA,8/5/2019,7.01,
Wilmington-James.A.Loughlin(Northside.WWTP,PFHpS,8/5/2019,,1.78
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFHpS,8/5/2019,,1.79
City.of.Durham-South.Durham.Water.Reclamation,PFHpS,8/5/2019,,4.88
Durham.County.Triangle.Wastewater.Treatment.Plant,PFHpS,8/5/2019,,10.8
City.of.Raeford,PFHpS,8/5/2019,,77
City.of.Raeford,PFHxA,8/5/2019,,77
Durham.County.Triangle.Wastewater.Treatment.Plant,PFHxA,8/5/2019,7.63,
Wilmington-James.A.Loughlin(Northside.WWTP,PFHxA,8/5/2019,14.2,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFHxA,8/5/2019,14.8,
City.of.Durham-South.Durham.Water.Reclamation,PFHxA,8/5/2019,26.7,
Wilmington-James.A.Loughlin(Northside.WWTP,PFHxDA,8/5/2019,,1.87
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFHxDA,8/5/2019,,1.89
City.of.Durham-South.Durham.Water.Reclamation,PFHxS,8/5/2019,,4.88
Durham.County.Triangle.Wastewater.Treatment.Plant,PFHxS,8/5/2019,,10.8
Wilmington-James.A.Loughlin(Northside.WWTP,PFHxS,8/5/2019,3.69,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFHxS,8/5/2019,3.6,
City.of.Raeford,PFHxS,8/5/2019,65.8,
Wilmington-James.A.Loughlin(Northside.WWTP,PFMOAA,8/5/2019,48,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFMOAA,8/5/2019,56.7,
Wilmington-James.A.Loughlin(Northside.WWTP,PFMOBA,8/5/2019,6.67,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFMOBA,8/5/2019,7.2,
Wilmington-James.A.Loughlin(Northside.WWTP,PFMOPrA,8/5/2019,,3.75
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFMOPrA,8/5/2019,,3.77
City.of.Durham-South.Durham.Water.Reclamation,PFNA,8/5/2019,,4.88
Durham.County.Triangle.Wastewater.Treatment.Plant,PFNA,8/5/2019,,10.8
City.of.Raeford,PFNA,8/5/2019,,77
Wilmington-James.A.Loughlin(Northside.WWTP,PFNA,8/5/2019,0.861,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFNA,8/5/2019,0.952,
Wilmington-James.A.Loughlin(Northside.WWTP,PFNS,8/5/2019,,1.8
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFNS,8/5/2019,,1.81
City.of.Durham-South.Durham.Water.Reclamation,PFNS,8/5/2019,,4.88
Durham.County.Triangle.Wastewater.Treatment.Plant,PFNS,8/5/2019,,10.8
City.of.Raeford,PFNS,8/5/2019,,77
Wilmington-James.A.Loughlin(Northside.WWTP,PFO2HxA,8/5/2019,36.5,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFO2HxA,8/5/2019,47.1,
Wilmington-James.A.Loughlin(Northside.WWTP,PFO3OA,8/5/2019,14,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFO3OA,8/5/2019,16.3,
Wilmington-James.A.Loughlin(Northside.WWTP,PFO4DA,8/5/2019,3.27,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFO4DA,8/5/2019,4.32,
City.of.Raeford,PFOA,8/5/2019,,77
Durham.County.Triangle.Wastewater.Treatment.Plant,PFOA,8/5/2019,5.74,
Wilmington-James.A.Loughlin(Northside.WWTP,PFOA,8/5/2019,7.46,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFOA,8/5/2019,6.5,
City.of.Durham-South.Durham.Water.Reclamation,PFOA,8/5/2019,22.1,
Durham.County.Triangle.Wastewater.Treatment.Plant,PFOS,8/5/2019,7.19,
Wilmington-James.A.Loughlin(Northside.WWTP,PFOS,8/5/2019,9.29,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFOS,8/5/2019,8.53,
City.of.Durham-South.Durham.Water.Reclamation,PFOS,8/5/2019,6.32,
City.of.Raeford,PFOS,8/5/2019,73.6,
City.of.Durham-South.Durham.Water.Reclamation,PFOSA,8/5/2019,,4.88
Wilmington-James.A.Loughlin(Northside.WWTP,PFOSA,8/5/2019,,8.71
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFOSA,8/5/2019,,8.77
Durham.County.Triangle.Wastewater.Treatment.Plant,PFOSA,8/5/2019,,10.8
City.of.Raeford,PFOSA,8/5/2019,,77
Durham.County.Triangle.Wastewater.Treatment.Plant,PFPeA,8/5/2019,,10.8
City.of.Raeford,PFPeA,8/5/2019,,77
Wilmington-James.A.Loughlin(Northside.WWTP,PFPeA,8/5/2019,15.9,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFPeA,8/5/2019,17.3,
City.of.Durham-South.Durham.Water.Reclamation,PFPeA,8/5/2019,103,
Wilmington-James.A.Loughlin(Northside.WWTP,PFPeS,8/5/2019,,1.76
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFPeS,8/5/2019,,1.77
City.of.Durham-South.Durham.Water.Reclamation,PFPeS,8/5/2019,,4.88
Durham.County.Triangle.Wastewater.Treatment.Plant,PFPeS,8/5/2019,,10.8
City.of.Raeford,PFPeS,8/5/2019,,77
Wilmington-James.A.Loughlin(Northside.WWTP,PFPrOPrA,8/5/2019,14.7,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFPrOPrA,8/5/2019,20.3,
City.of.Durham-South.Durham.Water.Reclamation,PFTeA,8/5/2019,,4.88
Wilmington-James.A.Loughlin(Northside.WWTP,PFTeA,8/5/2019,,9.37
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFTeA,8/5/2019,,9.43
City.of.Raeford,PFTeA,8/5/2019,,380
Durham.County.Triangle.Wastewater.Treatment.Plant,PFTeA,8/5/2019,1.45,
City.of.Durham-South.Durham.Water.Reclamation,PFTriA,8/5/2019,,4.88
Wilmington-James.A.Loughlin(Northside.WWTP,PFTriA,8/5/2019,,9.37
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFTriA,8/5/2019,,9.43
City.of.Raeford,PFTriA,8/5/2019,,380
Durham.County.Triangle.Wastewater.Treatment.Plant,PFTriA,8/5/2019,1.98,
Wilmington-James.A.Loughlin(Northside.WWTP,PFUnA,8/5/2019,,1.87
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFUnA,8/5/2019,,1.89
City.of.Durham-South.Durham.Water.Reclamation,PFUnA,8/5/2019,,4.88
Durham.County.Triangle.Wastewater.Treatment.Plant,PFUnA,8/5/2019,,10.8
City.of.Raeford,PFUnA,8/5/2019,,380
Town.of.Burgaw.Collection.System,N.EtFOSAA,7/26/2019,3.7,
Town.of.Burgaw.Collection.System,N.MeFOSAA,7/26/2019,,3.67
Town.of.Burgaw.Collection.System,PFBA,7/26/2019,,1.84
Town.of.Burgaw.Collection.System,PFBS,7/26/2019,1.66,
Town.of.Burgaw.Collection.System,PFDA,7/26/2019,0.766,
Town.of.Burgaw.Collection.System,PFDoA,7/26/2019,,1.84
Town.of.Burgaw.Collection.System,PFDS,7/26/2019,,1.78
Town.of.Burgaw.Collection.System,PFHpA,7/26/2019,0.701,
Town.of.Burgaw.Collection.System,PFHpS,7/26/2019,,1.74
Town.of.Burgaw.Collection.System,PFHxA,7/26/2019,4.64,
Town.of.Burgaw.Collection.System,PFHxS,7/26/2019,0.782,
Town.of.Burgaw.Collection.System,PFNA,7/26/2019,0.926,
Town.of.Burgaw.Collection.System,PFNS,7/26/2019,,1.76
Town.of.Burgaw.Collection.System,PFOA,7/26/2019,1.14,
Town.of.Burgaw.Collection.System,PFOS,7/26/2019,2.3,
Town.of.Burgaw.Collection.System,PFOSA,7/26/2019,,1.71
Town.of.Burgaw.Collection.System,PFPeA,7/26/2019,,1.84
Town.of.Burgaw.Collection.System,PFPeS,7/26/2019,,1.73
Town.of.Burgaw.Collection.System,PFTeA,7/26/2019,,9.18
Town.of.Burgaw.Collection.System,PFTriA,7/26/2019,,9.18
Town.of.Burgaw.Collection.System,PFUnA,7/26/2019,,1.84
City.of.Randleman,4.2,7/24/2019,,
City.of.Randleman,6.2,7/24/2019,,
City.of.Randleman,8.2,7/24/2019,,
City.of.Randleman,HFPO.DA,7/24/2019,,
City.of.Randleman,N.EtFOSAA,7/24/2019,,0.222
Town.of.Holly.Springs,N.EtFOSAA,7/24/2019,,420
City.of.Randleman,N.MeFOSAA,7/24/2019,,0.222
Town.of.Holly.Springs,N.MeFOSAA,7/24/2019,,420
Town.of.Holly.Springs,HFPO.DA,7/24/2019,,21
City.of.Randleman,PFBA,7/24/2019,,0.222
Town.of.Holly.Springs,PFBA,7/24/2019,,10
City.of.Randleman,PFBS,7/24/2019,,0.222
Town.of.Holly.Springs,PFBS,7/24/2019,,9.2
Town.of.Holly.Springs,PFDA,7/24/2019,,210
City.of.Randleman,PFDA,7/24/2019,0.661,
City.of.Randleman,PFDoA,7/24/2019,,0.222
Town.of.Holly.Springs,PFDoA,7/24/2019,,210
City.of.Randleman,PFDS,7/24/2019,,0.222
Town.of.Holly.Springs,PFDS,7/24/2019,,200
Town.of.Holly.Springs,PFHpA,7/24/2019,13,
City.of.Randleman,PFHpA,7/24/2019,3.12,
City.of.Randleman,PFHpS,7/24/2019,,0.222
Town.of.Holly.Springs,PFHxA,7/24/2019,19,
City.of.Randleman,PFHxA,7/24/2019,8.36,
Town.of.Holly.Springs,PFHxDA,7/24/2019,,210
Town.of.Holly.Springs,PFHxS,7/24/2019,,9.8
City.of.Randleman,PFHxS,7/24/2019,6.07,
Town.of.Holly.Springs,PFNA,7/24/2019,,210
City.of.Randleman,PFNA,7/24/2019,1.04,
City.of.Randleman,PFNS,7/24/2019,,0.222
Town.of.Holly.Springs,PFOA,7/24/2019,,10
City.of.Randleman,PFOA,7/24/2019,5.7,
Town.of.Holly.Springs,PFODA,7/24/2019,,210
Town.of.Holly.Springs,PFOS,7/24/2019,,10
City.of.Randleman,PFOS,7/24/2019,7.54,
City.of.Randleman,PFOSA,7/24/2019,,0.337
City.of.Randleman,PFPeA,7/24/2019,,0.222
Town.of.Holly.Springs,PFPeA,7/24/2019,19,
City.of.Randleman,PFPeS,7/24/2019,,0.222
Town.of.Holly.Springs,PFPrOPrA,7/24/2019,,21
City.of.Randleman,PFTeA,7/24/2019,,0.222
Town.of.Holly.Springs,PFTeA,7/24/2019,,210
City.of.Randleman,PFTriA,7/24/2019,,0.222
Town.of.Holly.Springs,PFTriA,7/24/2019,,210
City.of.Randleman,PFUnA,7/24/2019,,0.222
Town.of.Holly.Springs,PFUnA,7/24/2019,,210
City.of.Graham,4.2,7/23/2019,,0.233
City.of.Graham,6.2,7/23/2019,3.19,
City.of.Graham,8.2,7/23/2019,0.769,
City.of.Graham,HFPO.DA,7/23/2019,,8.16
City.of.Graham,N.EtFOSAA,7/23/2019,,0.233
City.of.Graham,N.MeFOSAA,7/23/2019,,0.233
City.of.Graham,PFBA,7/23/2019,,0.233
City.of.Graham,PFBS,7/23/2019,,1.4
City.of.Graham,PFDA,7/23/2019,1.25,
City.of.Graham,PFDoA,7/23/2019,,0.233
City.of.Graham,PFDS,7/23/2019,,0.233
City.of.Graham,PFHpA,7/23/2019,,0.233
City.of.Graham,PFHpS,7/23/2019,,0.233
City.of.Graham,PFHxA,7/23/2019,,0.233
City.of.Graham,PFHxS,7/23/2019,,0.233
City.of.Graham,PFNA,7/23/2019,1.77,
City.of.Graham,PFNS,7/23/2019,,0.233
City.of.Graham,PFOA,7/23/2019,6.5,
City.of.Graham,PFOS,7/23/2019,,0.233
City.of.Graham,PFOSA,7/23/2019,,0.355
City.of.Graham,PFPeA,7/23/2019,65.6,
City.of.Graham,PFPeS,7/23/2019,,0.233
City.of.Graham,PFTeA,7/23/2019,,
City.of.Graham,PFTriA,7/23/2019,,0.233
City.of.Graham,PFUnA,7/23/2019,,0.233
Town.of.Rose.Hill.WWTP,N.EtFOSAA,7/22/2019,,
Town.of.Rose.Hill.WWTP,N.MeFOSAA,7/22/2019,,
Town.of.Rose.Hill.WWTP,Nafion.Byproduct.2,7/22/2019,,3.4
Town.of.Rose.Hill.WWTP,PFBA,7/22/2019,,8.49
Town.of.Rose.Hill.WWTP,PFBS,7/22/2019,,7.56
Town.of.Rose.Hill.WWTP,PFDA,7/22/2019,,1.7
Town.of.Rose.Hill.WWTP,PFDoA,7/22/2019,,
Town.of.Rose.Hill.WWTP,PFDS,7/22/2019,,
Town.of.Rose.Hill.WWTP,PFHpA,7/22/2019,2.24,
Town.of.Rose.Hill.WWTP,PFHpS,7/22/2019,,
Town.of.Rose.Hill.WWTP,PFHxA,7/22/2019,8.01,
Town.of.Rose.Hill.WWTP,PFHxS,7/22/2019,,1.55
Town.of.Rose.Hill.WWTP,PFMOAA,7/22/2019,,3.4
Town.of.Rose.Hill.WWTP,PFMOBA,7/22/2019,,3.4
Town.of.Rose.Hill.WWTP,PFMOPrA,7/22/2019,,3.4
Town.of.Rose.Hill.WWTP,PFNA,7/22/2019,0.91,
Town.of.Rose.Hill.WWTP,PFNS,7/22/2019,,
Town.of.Rose.Hill.WWTP,PFO2HxA,7/22/2019,,3.4
Town.of.Rose.Hill.WWTP,PFO3OA,7/22/2019,,3.4
Town.of.Rose.Hill.WWTP,PFO4DA,7/22/2019,,3.4
Town.of.Rose.Hill.WWTP,PFOA,7/22/2019,2.82,
Town.of.Rose.Hill.WWTP,PFOS,7/22/2019,6.06,
Town.of.Rose.Hill.WWTP,PFOSA,7/22/2019,,
Town.of.Rose.Hill.WWTP,PFPeA,7/22/2019,7.86,
Town.of.Rose.Hill.WWTP,PFPeS,7/22/2019,,
Town.of.Rose.Hill.WWTP,PFPrOPrA,7/22/2019,,1.7
Town.of.Rose.Hill.WWTP,PFTeA,7/22/2019,,
Town.of.Rose.Hill.WWTP,PFTriA,7/22/2019,,
Town.of.Rose.Hill.WWTP,PFUnA,7/22/2019,,
South.Burlington.WWTP,N.EtFOSAA,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,N.EtFOSAA,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,N.EtFOSAA,7/16/2019,,2.95
East.Burlington.WWTP,N.EtFOSAA,7/16/2019,8.37,
South.Burlington.WWTP,N.MeFOSAA,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,N.MeFOSAA,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,N.MeFOSAA,7/16/2019,,2.95
East.Burlington.WWTP,N.MeFOSAA,7/16/2019,16.6,
South.Burlington.WWTP,PFBA,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFBA,7/16/2019,,2.95
East.Burlington.WWTP,PFBA,7/16/2019,116,
Fayetteville-Cross.Creek.WWTP,PFBA,7/16/2019,21.3,
South.Burlington.WWTP,PFBS,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFBS,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFBS,7/16/2019,,2.95
East.Burlington.WWTP,PFBS,7/16/2019,49.5,
South.Burlington.WWTP,PFDA,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFDA,7/16/2019,1.23,
East.Burlington.WWTP,PFDA,7/16/2019,20.8,
Fayetteville-Cross.Creek.WWTP,PFDA,7/16/2019,2.97,
South.Burlington.WWTP,PFDoA,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFDoA,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFDoA,7/16/2019,,2.95
East.Burlington.WWTP,PFDoA,7/16/2019,4.86,
East.Burlington.WWTP,PFDS,7/16/2019,,2.62
South.Burlington.WWTP,PFDS,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFDS,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFDS,7/16/2019,,2.95
East.Burlington.WWTP,PFHpA,7/16/2019,873,
South.Burlington.WWTP,PFHpA,7/16/2019,4.62,
Fayetteville-Cross.Creek.WWTP,PFHpA,7/16/2019,11.9,
Fayetteville-Rockfish.Creek.WWTP,PFHpA,7/16/2019,8.63,
East.Burlington.WWTP,PFHpS,7/16/2019,,2.62
South.Burlington.WWTP,PFHpS,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFHpS,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFHpS,7/16/2019,,2.95
East.Burlington.WWTP,PFHxA,7/16/2019,511,
South.Burlington.WWTP,PFHxA,7/16/2019,13.9,
Fayetteville-Cross.Creek.WWTP,PFHxA,7/16/2019,35.5,
Fayetteville-Rockfish.Creek.WWTP,PFHxA,7/16/2019,20,
East.Burlington.WWTP,PFHxS,7/16/2019,,2.62
South.Burlington.WWTP,PFHxS,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFHxS,7/16/2019,20.4,
Fayetteville-Rockfish.Creek.WWTP,PFHxS,7/16/2019,12.1,
South.Burlington.WWTP,PFNA,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFNA,7/16/2019,1.77,
Fayetteville-Rockfish.Creek.WWTP,PFNA,7/16/2019,1.28,
East.Burlington.WWTP,PFNA,7/16/2019,11.7,
East.Burlington.WWTP,PFNS,7/16/2019,,2.62
South.Burlington.WWTP,PFNS,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFNS,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFNS,7/16/2019,,2.95
East.Burlington.WWTP,PFOA,7/16/2019,73,
South.Burlington.WWTP,PFOA,7/16/2019,13.2,
Fayetteville-Cross.Creek.WWTP,PFOA,7/16/2019,18.2,
Fayetteville-Rockfish.Creek.WWTP,PFOA,7/16/2019,10.9,
East.Burlington.WWTP,PFOS,7/16/2019,49.8,
South.Burlington.WWTP,PFOS,7/16/2019,20.2,
Fayetteville-Cross.Creek.WWTP,PFOS,7/16/2019,26.9,
Fayetteville-Rockfish.Creek.WWTP,PFOS,7/16/2019,19.6,
East.Burlington.WWTP,PFOSA,7/16/2019,,2.62
South.Burlington.WWTP,PFOSA,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFOSA,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFOSA,7/16/2019,,2.95
East.Burlington.WWTP,PFPeA,7/16/2019,374,
South.Burlington.WWTP,PFPeA,7/16/2019,35.6,
Fayetteville-Cross.Creek.WWTP,PFPeA,7/16/2019,30,
Fayetteville-Rockfish.Creek.WWTP,PFPeA,7/16/2019,24.7,
East.Burlington.WWTP,PFPeS,7/16/2019,,2.62
South.Burlington.WWTP,PFPeS,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFPeS,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFPeS,7/16/2019,,2.95
East.Burlington.WWTP,PFTeA,7/16/2019,,2.62
South.Burlington.WWTP,PFTeA,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFTeA,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFTeA,7/16/2019,,2.95
East.Burlington.WWTP,PFTriA,7/16/2019,,2.62
South.Burlington.WWTP,PFTriA,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFTriA,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFTriA,7/16/2019,,2.95
South.Burlington.WWTP,PFUnA,7/16/2019,,2.75
Fayetteville-Cross.Creek.WWTP,PFUnA,7/16/2019,,2.75
Fayetteville-Rockfish.Creek.WWTP,PFUnA,7/16/2019,,2.95
East.Burlington.WWTP,PFUnA,7/16/2019,4.97,
City.of.Raeford,4.2,7/15/2019,,240
City.of.Raeford,N.EtFOSAA,7/15/2019,,590
City.of.Raeford,N.MeFOSAA,7/15/2019,,590
City.of.Raeford,PFBA,7/15/2019,,240
City.of.Raeford,PFBS,7/15/2019,,120
City.of.Raeford,PFDA,7/15/2019,,120
City.of.Raeford,PFDoA,7/15/2019,,120
City.of.Raeford,PFDS,7/15/2019,,120
City.of.Raeford,PFHpA,7/15/2019,,120
City.of.Raeford,PFHpS,7/15/2019,,120
City.of.Raeford,PFHxA,7/15/2019,,120
City.of.Raeford,PFHxS,7/15/2019,,120
City.of.Raeford,PFNA,7/15/2019,,120
City.of.Raeford,PFNS,7/15/2019,,120
City.of.Raeford,PFOA,7/15/2019,,120
City.of.Raeford,PFOS,7/15/2019,,120
City.of.Raeford,PFOSA,7/15/2019,,120
City.of.Raeford,PFPeA,7/15/2019,,120
City.of.Raeford,PFPeS,7/15/2019,,120
City.of.Raeford,PFTeA,7/15/2019,,120
City.of.Raeford,PFTriA,7/15/2019,,120
City.of.Raeford,PFUnA,7/15/2019,,240
Wallace.Regional.WWTP,N.EtFOSAA,7/11/2019,,1.17
Cit.of.Clinton-Norman.H.Larkins.WWTP,N.EtFOSAA,7/11/2019,,3.67
Cit.of.Clinton-Norman.H.Larkins.WWTP,N.MeFOSAA,7/11/2019,,3.67
Wallace.Regional.WWTP,N.MeFOSAA,7/11/2019,1.18,
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFBA,7/11/2019,,9.17
Wallace.Regional.WWTP,PFBA,7/11/2019,3.41,
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFBS,7/11/2019,1.12,
Wallace.Regional.WWTP,PFBS,7/11/2019,3.22,
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFDA,7/11/2019,,1.83
Wallace.Regional.WWTP,PFDA,7/11/2019,0.789,
Wallace.Regional.WWTP,PFDoA,7/11/2019,,1.77
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFDoA,7/11/2019,,1.83
Wallace.Regional.WWTP,PFDS,7/11/2019,,1.71
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFDS,7/11/2019,,1.78
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFHpA,7/11/2019,1.17,
Wallace.Regional.WWTP,PFHpA,7/11/2019,1.03,
Wallace.Regional.WWTP,PFHpS,7/11/2019,,1.68
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFHpS,7/11/2019,,1.74
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFHxA,7/11/2019,10.7,
Wallace.Regional.WWTP,PFHxA,7/11/2019,6.9,
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFHxS,7/11/2019,,1.67
Wallace.Regional.WWTP,PFHxS,7/11/2019,0.808,
Wallace.Regional.WWTP,PFNA,7/11/2019,,1.77
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFNA,7/11/2019,,1.83
Wallace.Regional.WWTP,PFNS,7/11/2019,,1.7
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFNS,7/11/2019,,1.76
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFOA,7/11/2019,2.19,
Wallace.Regional.WWTP,PFOA,7/11/2019,2.96,
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFOS,7/11/2019,2.29,
Wallace.Regional.WWTP,PFOS,7/11/2019,4.78,
Wallace.Regional.WWTP,PFOSA,7/11/2019,,1.64
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFOSA,7/11/2019,,1.71
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFPeA,7/11/2019,5.42,
Wallace.Regional.WWTP,PFPeA,7/11/2019,6.26,
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFPeS,7/11/2019,,1.72
Wallace.Regional.WWTP,PFPeS,7/11/2019,1.05,
Wallace.Regional.WWTP,PFTeA,7/11/2019,,8.83
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFTeA,7/11/2019,,9.17
Wallace.Regional.WWTP,PFTriA,7/11/2019,,8.83
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFTriA,7/11/2019,,9.17
Wallace.Regional.WWTP,PFUnA,7/11/2019,,1.77
Cit.of.Clinton-Norman.H.Larkins.WWTP,PFUnA,7/11/2019,,1.83
City.of.Asheboro.WWTP,HFPO.DA,7/10/2019,,
City.of.Asheboro.WWTP,N.EtFOSAA,7/10/2019,,2.54
City.of.Asheboro.WWTP,N.MeFOSAA,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFBA,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFBS,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFDA,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFDoA,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFDS,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFHpA,7/10/2019,4.62,
City.of.Asheboro.WWTP,PFHpS,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFHxA,7/10/2019,8.74,
City.of.Asheboro.WWTP,PFHxS,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFNA,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFNS,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFOA,7/10/2019,9.47,
City.of.Asheboro.WWTP,PFOS,7/10/2019,19.8,
City.of.Asheboro.WWTP,PFOSA,7/10/2019,,2.57
City.of.Asheboro.WWTP,PFPeA,7/10/2019,25.8,
City.of.Asheboro.WWTP,PFPeS,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFTeA,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFTriA,7/10/2019,,2.54
City.of.Asheboro.WWTP,PFUnA,7/10/2019,,2.54
Wilmington-James.A.Loughlin(Northside.WWTP,4.2,7/9/2019,,16.8
Wilmington-M'Kean.Maffitt(Southside.WWTP,4.2,7/9/2019,,81.7
