"Site","Analyte","Sample.Date","ppt","lab.qual","chain.length","lat","long"
"City.of.Graham","4.2",2019-09-18,NA,0.21,"short",36.04983302,-79.37369128
"City.of.Randleman","4.2",2019-09-18,NA,1.38,"short",35.80812458,-79.78271331
"City.of.Randleman","6.2",2019-09-18,NA,1.38,"short",35.80812458,-79.78271331
"City.of.Graham","6.2",2019-09-18,1.48,NA,"short",36.04983302,-79.37369128
"City.of.Graham","8.2",2019-09-18,NA,0.21,"long",36.04983302,-79.37369128
"City.of.Randleman","8.2",2019-09-18,NA,1.38,"long",35.80812458,-79.78271331
"City.of.Graham","HFPO.DA",2019-09-18,NA,7.33,"long",36.04983302,-79.37369128
"City.of.Randleman","HFPO.DA",2019-09-18,NA,7.42,"long",35.80812458,-79.78271331
"City.of.Graham","N.EtFOSAA",2019-09-18,NA,0.21,"long",36.04983302,-79.37369128
"City.of.Randleman","N.EtFOSAA",2019-09-18,NA,0.212,"long",35.80812458,-79.78271331
"Wallace.Regional.WWTP","N.EtFOSAA",2019-09-18,NA,0.239,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","N.EtFOSAA",2019-09-18,NA,0.242,"long",34.81715622,-78.00565245
"City.of.Graham","N.MeFOSAA",2019-09-18,NA,0.21,"long",36.04983302,-79.37369128
"City.of.Randleman","N.MeFOSAA",2019-09-18,NA,0.212,"long",35.80812458,-79.78271331
"Wallace.Regional.WWTP","N.MeFOSAA",2019-09-18,NA,0.239,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","N.MeFOSAA",2019-09-18,0.274,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","Nafion.Byproduct.2",2019-09-18,NA,NA,"long",34.81715622,-78.00565245
"City.of.Graham","PFBA",2019-09-18,NA,0.21,"short",36.04983302,-79.37369128
"City.of.Randleman","PFBA",2019-09-18,NA,0.212,"short",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFBA",2019-09-18,NA,0.239,"short",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFBA",2019-09-18,NA,0.242,"short",34.81715622,-78.00565245
"City.of.Graham","PFBS",2019-09-18,NA,0.21,"short",36.04983302,-79.37369128
"City.of.Randleman","PFBS",2019-09-18,NA,0.212,"short",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFBS",2019-09-18,NA,0.239,"short",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFBS",2019-09-18,NA,0.242,"short",34.81715622,-78.00565245
"Wallace.Regional.WWTP","PFDA",2019-09-18,NA,0.239,"long",34.73817439,-77.99263394
"City.of.Graham","PFDA",2019-09-18,2.14,NA,"long",36.04983302,-79.37369128
"City.of.Randleman","PFDA",2019-09-18,0.375,NA,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFDA",2019-09-18,0.3,NA,"long",34.81715622,-78.00565245
"City.of.Graham","PFDoA",2019-09-18,NA,0.21,"long",36.04983302,-79.37369128
"City.of.Randleman","PFDoA",2019-09-18,NA,0.212,"long",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFDoA",2019-09-18,NA,0.239,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFDoA",2019-09-18,0.252,NA,"long",34.81715622,-78.00565245
"City.of.Graham","PFDS",2019-09-18,NA,0.21,"long",36.04983302,-79.37369128
"City.of.Randleman","PFDS",2019-09-18,NA,0.212,"long",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFDS",2019-09-18,NA,0.239,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFDS",2019-09-18,NA,0.242,"long",34.81715622,-78.00565245
"City.of.Graham","PFHpA",2019-09-18,NA,0.21,"short",36.04983302,-79.37369128
"City.of.Randleman","PFHpA",2019-09-18,3.79,NA,"short",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFHpA",2019-09-18,1.56,NA,"short",34.81715622,-78.00565245
"Wallace.Regional.WWTP","PFHpA",2019-09-18,2.48,NA,"short",34.73817439,-77.99263394
"City.of.Graham","PFHpS",2019-09-18,NA,0.21,"long",36.04983302,-79.37369128
"City.of.Randleman","PFHpS",2019-09-18,NA,0.212,"long",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFHpS",2019-09-18,NA,0.239,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFHpS",2019-09-18,NA,0.242,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFHxA",2019-09-18,NA,0.242,"short",34.81715622,-78.00565245
"City.of.Graham","PFHxA",2019-09-18,0.822,NA,"short",36.04983302,-79.37369128
"City.of.Randleman","PFHxA",2019-09-18,9.82,NA,"short",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFHxA",2019-09-18,6.77,NA,"short",34.73817439,-77.99263394
"City.of.Graham","PFHxS",2019-09-18,NA,0.21,"long",36.04983302,-79.37369128
"City.of.Randleman","PFHxS",2019-09-18,NA,0.212,"long",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFHxS",2019-09-18,NA,0.239,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFHxS",2019-09-18,NA,0.242,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFMOAA",2019-09-18,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFMOBA",2019-09-18,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFMOPrA",2019-09-18,NA,NA,"long",34.81715622,-78.00565245
"City.of.Graham","PFNA",2019-09-18,2.46,NA,"long",36.04983302,-79.37369128
"City.of.Randleman","PFNA",2019-09-18,1.5,NA,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFNA",2019-09-18,0.351,NA,"long",34.81715622,-78.00565245
"Wallace.Regional.WWTP","PFNA",2019-09-18,0.506,NA,"long",34.73817439,-77.99263394
"City.of.Graham","PFNS",2019-09-18,NA,0.21,"long",36.04983302,-79.37369128
"City.of.Randleman","PFNS",2019-09-18,NA,0.212,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFNS",2019-09-18,NA,0.24,"long",34.81715622,-78.00565245
"Wallace.Regional.WWTP","PFNS",2019-09-18,NA,0.24,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFO2HxA",2019-09-18,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFO3OA",2019-09-18,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFO4DA",2019-09-18,NA,NA,"long",34.81715622,-78.00565245
"City.of.Graham","PFOA",2019-09-18,8.37,NA,"long",36.04983302,-79.37369128
"City.of.Randleman","PFOA",2019-09-18,7.05,NA,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFOA",2019-09-18,4.36,NA,"long",34.81715622,-78.00565245
"Wallace.Regional.WWTP","PFOA",2019-09-18,4.9,NA,"long",34.73817439,-77.99263394
"City.of.Graham","PFOS",2019-09-18,9.59,NA,"long",36.04983302,-79.37369128
"City.of.Randleman","PFOS",2019-09-18,14.7,NA,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFOS",2019-09-18,8.74,NA,"long",34.81715622,-78.00565245
"Wallace.Regional.WWTP","PFOS",2019-09-18,11.6,NA,"long",34.73817439,-77.99263394
"City.of.Graham","PFOSA",2019-09-18,NA,0.317,"long",36.04983302,-79.37369128
"City.of.Randleman","PFOSA",2019-09-18,NA,0.32,"long",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFOSA",2019-09-18,NA,0.362,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFOSA",2019-09-18,NA,0.365,"long",34.81715622,-78.00565245
"City.of.Graham","PFPeA",2019-09-18,NA,0.21,"short",36.04983302,-79.37369128
"Town.of.Rose.Hill.WWTP","PFPeA",2019-09-18,NA,0.242,"short",34.81715622,-78.00565245
"City.of.Randleman","PFPeA",2019-09-18,96,NA,"short",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFPeA",2019-09-18,299,NA,"short",34.73817439,-77.99263394
"City.of.Graham","PFPeS",2019-09-18,NA,0.21,"short",36.04983302,-79.37369128
"City.of.Randleman","PFPeS",2019-09-18,NA,0.212,"short",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFPeS",2019-09-18,NA,0.239,"short",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFPeS",2019-09-18,NA,0.242,"short",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFPrOPrA",2019-09-18,NA,NA,"long",34.81715622,-78.00565245
"City.of.Graham","PFTeA",2019-09-18,NA,0.21,"long",36.04983302,-79.37369128
"City.of.Randleman","PFTeA",2019-09-18,NA,0.212,"long",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFTeA",2019-09-18,NA,0.239,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFTeA",2019-09-18,0.408,NA,"long",34.81715622,-78.00565245
"City.of.Randleman","PFTriA",2019-09-18,NA,0.212,"long",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFTriA",2019-09-18,NA,0.239,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFTriA",2019-09-18,0.218,NA,"long",34.81715622,-78.00565245
"City.of.Graham","PFTriA",2019-09-18,0.776,NA,"long",36.04983302,-79.37369128
"City.of.Graham","PFUnA",2019-09-18,NA,0.21,"long",36.04983302,-79.37369128
"City.of.Randleman","PFUnA",2019-09-18,NA,0.212,"long",35.80812458,-79.78271331
"Wallace.Regional.WWTP","PFUnA",2019-09-18,NA,0.239,"long",34.73817439,-77.99263394
"Town.of.Rose.Hill.WWTP","PFUnA",2019-09-18,NA,0.242,"long",34.81715622,-78.00565245
"Town.of.Burgaw.Collection.System","N.EtFOSAA",2019-09-17,NA,0.244,"long",34.55726739,-77.92518487
"East.Burlington.WWTP","N.EtFOSAA",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","N.EtFOSAA",2019-09-17,NA,1.82,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","N.EtFOSAA",2019-09-17,NA,3.48,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","N.EtFOSAA",2019-09-17,NA,3.63,"long",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","N.EtFOSAA",2019-09-17,NA,15,"long",36.09864301,-79.68893648
"Town.of.Burgaw.Collection.System","N.MeFOSAA",2019-09-17,NA,0.244,"long",34.55726739,-77.92518487
"East.Burlington.WWTP","N.MeFOSAA",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","N.MeFOSAA",2019-09-17,NA,1.82,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","N.MeFOSAA",2019-09-17,NA,3.48,"long",35.05953494,-78.86003082
"Greensboro-TZ.Osborne.WRF","N.MeFOSAA",2019-09-17,NA,15,"long",36.09864301,-79.68893648
"Fayetteville-Rockfish.Creek.WWTP","N.MeFOSAA",2019-09-17,NA,36.3,"long",34.96435311,-78.83344791
"Town.of.Burgaw.Collection.System","PFBA",2019-09-17,NA,0.244,"short",34.55726739,-77.92518487
"East.Burlington.WWTP","PFBA",2019-09-17,NA,1.75,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFBA",2019-09-17,NA,1.82,"short",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFBA",2019-09-17,12.5,NA,"short",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFBA",2019-09-17,5.75,NA,"short",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","PFBA",2019-09-17,13,NA,"short",36.09864301,-79.68893648
"Town.of.Burgaw.Collection.System","PFBS",2019-09-17,NA,0.244,"short",34.55726739,-77.92518487
"East.Burlington.WWTP","PFBS",2019-09-17,NA,1.75,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFBS",2019-09-17,NA,1.82,"short",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFBS",2019-09-17,4.3,NA,"short",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFBS",2019-09-17,3.79,NA,"short",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","PFBS",2019-09-17,25,NA,"short",36.09864301,-79.68893648
"Town.of.Burgaw.Collection.System","PFDA",2019-09-17,NA,0.244,"long",34.55726739,-77.92518487
"East.Burlington.WWTP","PFDA",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"Fayetteville-Cross.Creek.WWTP","PFDA",2019-09-17,1.72,NA,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFDA",2019-09-17,1.15,NA,"long",34.96435311,-78.83344791
"South.Burlington.WWTP","PFDA",2019-09-17,4.7,NA,"long",36.02454813,-79.36944141
"Greensboro-TZ.Osborne.WRF","PFDA",2019-09-17,0.8,NA,"long",36.09864301,-79.68893648
"East.Burlington.WWTP","PFDoA",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFDoA",2019-09-17,NA,1.82,"long",36.02454813,-79.36944141
"Fayetteville-Rockfish.Creek.WWTP","PFDoA",2019-09-17,NA,1.82,"long",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","PFDoA",2019-09-17,NA,7.4,"long",36.09864301,-79.68893648
"Fayetteville-Cross.Creek.WWTP","PFDoA",2019-09-17,0.05,NA,"long",35.05953494,-78.86003082
"Town.of.Burgaw.Collection.System","PFDoA",2019-09-17,1.4,NA,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFDS",2019-09-17,NA,0.244,"long",34.55726739,-77.92518487
"Fayetteville-Cross.Creek.WWTP","PFDS",2019-09-17,NA,1.69,"long",35.05953494,-78.86003082
"East.Burlington.WWTP","PFDS",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"Fayetteville-Rockfish.Creek.WWTP","PFDS",2019-09-17,NA,1.76,"long",34.96435311,-78.83344791
"South.Burlington.WWTP","PFDS",2019-09-17,NA,1.82,"long",36.02454813,-79.36944141
"Greensboro-TZ.Osborne.WRF","PFDS",2019-09-17,NA,7.1,"long",36.09864301,-79.68893648
"Town.of.Burgaw.Collection.System","PFHpA",2019-09-17,NA,0.244,"short",34.55726739,-77.92518487
"East.Burlington.WWTP","PFHpA",2019-09-17,5.39,NA,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFHpA",2019-09-17,24.7,NA,"short",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFHpA",2019-09-17,14.65,NA,"short",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFHpA",2019-09-17,11.35,NA,"short",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","PFHpA",2019-09-17,7.4,NA,"short",36.09864301,-79.68893648
"Town.of.Burgaw.Collection.System","PFHpS",2019-09-17,NA,0.244,"long",34.55726739,-77.92518487
"Greensboro-TZ.Osborne.WRF","PFHpS",2019-09-17,NA,1.7,"long",36.09864301,-79.68893648
"Fayetteville-Rockfish.Creek.WWTP","PFHpS",2019-09-17,NA,1.72,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFHpS",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFHpS",2019-09-17,NA,1.82,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFHpS",2019-09-17,0.44,NA,"long",35.05953494,-78.86003082
"Town.of.Burgaw.Collection.System","PFHxA",2019-09-17,NA,0.244,"short",34.55726739,-77.92518487
"East.Burlington.WWTP","PFHxA",2019-09-17,8,NA,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFHxA",2019-09-17,73.1,NA,"short",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFHxA",2019-09-17,35.25,NA,"short",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFHxA",2019-09-17,20.2,NA,"short",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","PFHxA",2019-09-17,18,NA,"short",36.09864301,-79.68893648
"Town.of.Burgaw.Collection.System","PFHxS",2019-09-17,NA,0.244,"long",34.55726739,-77.92518487
"Fayetteville-Rockfish.Creek.WWTP","PFHxS",2019-09-17,6.33,NA,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFHxS",2019-09-17,5.1,NA,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFHxS",2019-09-17,8.92,NA,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFHxS",2019-09-17,20.15,NA,"long",35.05953494,-78.86003082
"Greensboro-TZ.Osborne.WRF","PFHxS",2019-09-17,15.3,NA,"long",36.09864301,-79.68893648
"East.Burlington.WWTP","PFNA",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"Greensboro-TZ.Osborne.WRF","PFNA",2019-09-17,NA,7.4,"long",36.09864301,-79.68893648
"Fayetteville-Rockfish.Creek.WWTP","PFNA",2019-09-17,0.57,NA,"long",34.96435311,-78.83344791
"Town.of.Burgaw.Collection.System","PFNA",2019-09-17,0.802,NA,"long",34.55726739,-77.92518487
"South.Burlington.WWTP","PFNA",2019-09-17,6.64,NA,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFNA",2019-09-17,1.67,NA,"long",35.05953494,-78.86003082
"Town.of.Burgaw.Collection.System","PFNS",2019-09-17,NA,0.24,"long",34.55726739,-77.92518487
"Fayetteville-Cross.Creek.WWTP","PFNS",2019-09-17,NA,1.67,"long",35.05953494,-78.86003082
"Greensboro-TZ.Osborne.WRF","PFNS",2019-09-17,NA,1.7,"long",36.09864301,-79.68893648
"Fayetteville-Rockfish.Creek.WWTP","PFNS",2019-09-17,NA,1.74,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFNS",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFNS",2019-09-17,NA,1.82,"long",36.02454813,-79.36944141
"Town.of.Burgaw.Collection.System","PFOA",2019-09-17,3.95,NA,"long",34.55726739,-77.92518487
"East.Burlington.WWTP","PFOA",2019-09-17,10.8,NA,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFOA",2019-09-17,29.7,NA,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFOA",2019-09-17,17.1,NA,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFOA",2019-09-17,8.11,NA,"long",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","PFOA",2019-09-17,14.9,NA,"long",36.09864301,-79.68893648
"Town.of.Burgaw.Collection.System","PFOS",2019-09-17,9.29,NA,"long",34.55726739,-77.92518487
"East.Burlington.WWTP","PFOS",2019-09-17,12.5,NA,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFOS",2019-09-17,23.7,NA,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFOS",2019-09-17,28.3,NA,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFOS",2019-09-17,7.7,NA,"long",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","PFOS",2019-09-17,47.1,NA,"long",36.09864301,-79.68893648
"Town.of.Burgaw.Collection.System","PFOSA",2019-09-17,NA,0.369,"long",34.55726739,-77.92518487
"Fayetteville-Cross.Creek.WWTP","PFOSA",2019-09-17,NA,1.62,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFOSA",2019-09-17,NA,1.69,"long",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","PFOSA",2019-09-17,NA,2.57,"long",36.09864301,-79.68893648
"East.Burlington.WWTP","PFOSA",2019-09-17,NA,2.65,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFOSA",2019-09-17,NA,2.74,"long",36.02454813,-79.36944141
"Town.of.Burgaw.Collection.System","PFPeA",2019-09-17,NA,0.244,"short",34.55726739,-77.92518487
"East.Burlington.WWTP","PFPeA",2019-09-17,NA,1.75,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFPeA",2019-09-17,NA,1.82,"short",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFPeA",2019-09-17,26.55,NA,"short",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFPeA",2019-09-17,24,NA,"short",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","PFPeA",2019-09-17,20,NA,"short",36.09864301,-79.68893648
"Town.of.Burgaw.Collection.System","PFPeS",2019-09-17,NA,0.244,"short",34.55726739,-77.92518487
"Greensboro-TZ.Osborne.WRF","PFPeS",2019-09-17,NA,1.7,"short",36.09864301,-79.68893648
"East.Burlington.WWTP","PFPeS",2019-09-17,NA,1.75,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFPeS",2019-09-17,NA,1.82,"short",36.02454813,-79.36944141
"Fayetteville-Rockfish.Creek.WWTP","PFPeS",2019-09-17,0.76,NA,"short",34.96435311,-78.83344791
"Fayetteville-Cross.Creek.WWTP","PFPeS",2019-09-17,1.04,NA,"short",35.05953494,-78.86003082
"East.Burlington.WWTP","PFTeA",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFTeA",2019-09-17,NA,1.82,"long",36.02454813,-79.36944141
"Greensboro-TZ.Osborne.WRF","PFTeA",2019-09-17,NA,7.4,"long",36.09864301,-79.68893648
"Fayetteville-Cross.Creek.WWTP","PFTeA",2019-09-17,NA,17.4,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFTeA",2019-09-17,NA,18.2,"long",34.96435311,-78.83344791
"Town.of.Burgaw.Collection.System","PFTeA",2019-09-17,1.45,NA,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFTriA",2019-09-17,NA,0.244,"long",34.55726739,-77.92518487
"East.Burlington.WWTP","PFTriA",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFTriA",2019-09-17,NA,1.82,"long",36.02454813,-79.36944141
"Greensboro-TZ.Osborne.WRF","PFTriA",2019-09-17,NA,7.4,"long",36.09864301,-79.68893648
"Fayetteville-Cross.Creek.WWTP","PFTriA",2019-09-17,NA,17.4,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFTriA",2019-09-17,NA,18.2,"long",34.96435311,-78.83344791
"Town.of.Burgaw.Collection.System","PFUnA",2019-09-17,NA,0.244,"long",34.55726739,-77.92518487
"Fayetteville-Cross.Creek.WWTP","PFUnA",2019-09-17,NA,1.74,"long",35.05953494,-78.86003082
"East.Burlington.WWTP","PFUnA",2019-09-17,NA,1.75,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFUnA",2019-09-17,NA,1.82,"long",36.02454813,-79.36944141
"Fayetteville-Rockfish.Creek.WWTP","PFUnA",2019-09-17,NA,1.82,"long",34.96435311,-78.83344791
"Greensboro-TZ.Osborne.WRF","PFUnA",2019-09-17,NA,7.4,"long",36.09864301,-79.68893648
"City.of.Raeford","4.2",2019-09-16,NA,NA,"short",34.97691246,-79.1947716
"City.of.High.Point.Eastside.WWTP","N.EtFOSAA",2019-09-16,NA,1.7,"long",35.94262001,-79.90908086
"City.of.Raeford","N.EtFOSAA",2019-09-16,NA,830,"long",34.97691246,-79.1947716
"City.of.High.Point.Eastside.WWTP","N.MeFOSAA",2019-09-16,NA,1.7,"long",35.94262001,-79.90908086
"City.of.Raeford","N.MeFOSAA",2019-09-16,NA,830,"long",34.97691246,-79.1947716
"City.of.High.Point.Eastside.WWTP","PFBA",2019-09-16,NA,1.7,"short",35.94262001,-79.90908086
"City.of.Raeford","PFBA",2019-09-16,NA,17,"short",34.97691246,-79.1947716
"City.of.High.Point.Eastside.WWTP","PFBS",2019-09-16,NA,1.7,"short",35.94262001,-79.90908086
"City.of.Raeford","PFBS",2019-09-16,80.4,NA,"short",34.97691246,-79.1947716
