"Site","Sample.Date","Analyte","ppt","lab.qual","chain.length","lat","long"
"JORDANLAKEATNARROWSNEARBONSAL",2018-05-09,"PFOS",NA,39,"long",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-05-09,"PFPeS",NA,39,"short",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"4.2",NA,39,"short",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"HFPO.DA",NA,39,"long",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFBS",NA,39,"short",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFDA",NA,39,"long",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFHpA",NA,39,"short",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFHpS",NA,39,"long",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFHxA",NA,39,"short",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFHxS",NA,39,"long",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFOA",NA,39,"long",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFOS",NA,39,"long",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFPeS",NA,39,"short",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"4.2",NA,39,"short",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"FOSA",NA,39,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"HFPO.DA",NA,39,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFBA",NA,39,"short",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFBS",NA,39,"short",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFDoA",NA,39,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFDS",NA,39,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFHpA",NA,39,"short",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFHpS",NA,39,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFHxA",NA,39,"short",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFNA",NA,39,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFNS",NA,39,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFOA",NA,39,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFPeA",NA,39,"short",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFPeS",NA,39,"short",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFTriA",NA,39,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"PFUnA",NA,39,"long",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"4.2",NA,39,"short",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"HFPO.DA",NA,39,"long",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"PFBS",NA,39,"short",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"PFDA",NA,39,"long",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"PFHpS",NA,39,"long",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"PFHxA",NA,39,"short",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"PFHxS",NA,39,"long",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"PFOA",NA,39,"long",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"PFPeS",NA,39,"short",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"4.2",NA,39,"short",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"FOSA",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"HFPO.DA",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFBA",NA,39,"short",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFBS",NA,39,"short",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFDoA",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFDS",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFHpA",NA,39,"short",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFHpS",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFHxA",NA,39,"short",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFHxS",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFNA",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFNS",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFOA",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFOS",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFPeA",NA,39,"short",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFPeS",NA,39,"short",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFTriA",NA,39,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"PFUnA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"4.2",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-08-16,"6.2",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-08-16,"8.2",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"FOSA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"HFPO.DA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFDA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFDoA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFDS",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFHpA",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFHpS",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFNA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFNS",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFOA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFPeS",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFUnA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"4.2",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-10-25,"6.2",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-10-25,"FOSA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"HFPO.DA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"NMeFOSAA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFBA",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFBS",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFDA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFDoA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFDS",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFHpA",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFHpS",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFHxA",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFHxS",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFNA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFNS",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFOA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFOS",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFPeA",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFPeS",NA,39,"short",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFTriA",NA,39,"long",NA,NA
"EnoRiver@SR1004",2018-10-25,"PFUnA",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"4.2",NA,39,"short",NA,NA
"FlatRiver@SR1004",2018-10-25,"6.2",NA,39,"short",NA,NA
"FlatRiver@SR1004",2018-10-25,"FOSA",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"HFPO.DA",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"NMeFOSAA",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFBA",NA,39,"short",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFBS",NA,39,"short",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFDA",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFDoA",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFDS",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFHpA",NA,39,"short",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFHpS",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFHxA",NA,39,"short",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFHxS",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFNA",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFNS",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFOA",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFOS",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFPeA",NA,39,"short",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFPeS",NA,39,"short",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFTriA",NA,39,"long",NA,NA
"FlatRiver@SR1004",2018-10-25,"PFUnA",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"4.2",NA,39,"short",NA,NA
"KnapofReedsCreek",2018-11-29,"6.2",NA,39,"short",NA,NA
"KnapofReedsCreek",2018-11-29,"FOSA",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"HFPO.DA",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"NMeFOSAA",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"PFBA",NA,39,"short",NA,NA
"KnapofReedsCreek",2018-11-29,"PFBS",NA,39,"short",NA,NA
"KnapofReedsCreek",2018-11-29,"PFDA",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"PFDoA",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"PFDS",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"PFHpA",NA,39,"short",NA,NA
"KnapofReedsCreek",2018-11-29,"PFHpS",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"PFHxA",NA,39,"short",NA,NA
"KnapofReedsCreek",2018-11-29,"PFHxS",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"PFNA",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"PFNS",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"PFOA",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"PFPeA",NA,39,"short",NA,NA
"KnapofReedsCreek",2018-11-29,"PFPeS",NA,39,"short",NA,NA
"KnapofReedsCreek",2018-11-29,"PFTriA",NA,39,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"PFUnA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"4.2",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-08-16,"6.2",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-08-16,"8.2",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"FOSA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"HFPO.DA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFDA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFDoA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFDS",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFHpA",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFHpS",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFNA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFNS",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFOA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFPeS",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFUnA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"4.2",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-11-29,"6.2",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-11-29,"FOSA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"HFPO.DA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"NMeFOSAA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFBA",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFBS",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFDA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFDoA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFDS",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFHpA",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFHpS",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFHxA",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFHxS",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFNA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFNS",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFOA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFOS",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFPeA",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFPeS",NA,39,"short",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFTriA",NA,39,"long",NA,NA
"NeuseRiver@SR2000",2018-11-29,"PFUnA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"4.2",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"6.2",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"8.2",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"FOSA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"HFPO.DA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFBS",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFDoA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFDS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFHpA",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFHpS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFHxA",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFHxS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFNA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFNS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFOA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFOS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFPeA",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFPeS",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFTriA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFUnA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"4.2",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"6.2",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"8.2",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"FOSA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"HFPO.DA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFDA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFDoA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFDS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFHpA",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFHpS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFNA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFNS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFOA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFPeS",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFUnA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"4.2",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"6.2",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"FOSA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"HFPO.DA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"NMeFOSAA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFBA",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFBS",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFDA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFDoA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFDS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFHpA",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFHpS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFHxA",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFHxS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFNA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFNS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFOA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFOS",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFPeA",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFPeS",NA,39,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFTriA",NA,39,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"PFUnA",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"4.2",NA,39,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"6.2",NA,39,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"8.2",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"FOSA",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"HFPO.DA",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFBS",NA,39,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFDoA",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFDS",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFHpA",NA,39,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFHpS",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFHxA",NA,39,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFHxS",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFNA",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFNS",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFOA",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFOS",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFPeA",NA,39,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFPeS",NA,39,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFTriA",NA,39,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFUnA",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"4.2",NA,39,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"6.2",NA,39,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"FOSA",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"HFPO.DA",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFBS",NA,39,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFDoA",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFDS",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFHpA",NA,39,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFHpS",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFHxA",NA,39,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFHxS",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFNA",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFNS",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFOA",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFOS",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFPeA",NA,39,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFPeS",NA,39,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFTriA",NA,39,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFUnA",NA,39,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"HFPO.DA",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"4.2",NA,38,"short",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"6.2",NA,38,"short",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"8.2",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"FOSA",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFBA",NA,38,"short",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFBS",NA,38,"short",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFDA",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFDoA",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFDS",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFHpA",NA,38,"short",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFHpS",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFHxA",NA,38,"short",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFHxS",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFNA",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFNS",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFOA",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFOS",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFPeA",NA,38,"short",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFPeS",NA,38,"short",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFTriA",NA,38,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"PFUnA",NA,38,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-03-22,"PFHpA",NA,38,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFPeA",NA,38,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFTriA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFTriA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFTriA",NA,38,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"NMeFOSAA",NA,38,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFDS",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFDS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFDS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFDS",NA,38,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"FOSA",NA,38,"long",NA,NA
